	AKT	BAD	EGFR	HER2	IGF1R	KRASG12V	KRASQ61H	RAF1	phenotype	Type	Siglust	PAM50
TCGA-A7-A13E-01A-11R-A12P-07	-1.17172922530372	1.21241916289855	-1.05020065564528	-1.06326527551625	-1.78655322810457	1.5939946447684	1.71050531242943	0.225816797570078	EGFR Phenotype	tumor	-13	Basal
TCGA-A7-A13F-01A-11R-A12P-07	1.15596813234819	0.561478183299209	-0.604443447695857	1.44756152905547	0.424110027432891	-0.754472734263175	-0.674856503503678	-0.536151869825241	AKT Phenotype	tumor	0	LumB
TCGA-A8-A06O-01A-11R-A00Z-07	0.588836958400778	0.686027389544341	-0.671580671850749	-0.186426701498307	0.172109467196209	-1.04279643421818	-0.991533184305317	-0.741888753364287	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A06P-01A-11R-A00Z-07	0.696847401595203	-0.806309062810663	-0.445534753827021	0.805011600383291	0.730697325823077	-0.673218111026433	-0.77169123934582	0.260147724529806	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A06Q-01A-11R-A034-07	1.41543353361034	1.12609111661872	-1.66711205457976	1.38610896304968	0.846449344651841	-1.06511387348857	-1.02451983439216	-1.93488527022461	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A06R-01A-11R-A00Z-07	0.397657730800767	0.61277173433397	-0.896371745435795	-1.44137324144233	0.542405894369338	-0.146495512277792	-0.189360457997743	0.257526912644904	EGFR Phenotype	tumor	-2	LumB
TCGA-A8-A06T-01A-11R-A00Z-07	0.737614457395273	0.0857066654718354	-1.10230441937027	0.693817419434382	1.13969462415323	-1.22645032175732	-1.12620669709473	-1.15607171027733	AKT Phenotype	tumor	-10	LumA
TCGA-A8-A06U-01A-11R-A00Z-07	0.747252058662445	0.716781072625888	-1.17150639029222	0.367285532787707	0.951049430089561	-0.791385714565009	-0.757025590586418	-0.748098448313507	AKT Phenotype	tumor	-2	LumA
TCGA-A8-A06X-01A-21R-A00Z-07	0.799078456770107	0.929447022476567	-0.880982388036807	-1.40524899855059	0.105758137612921	-0.956830563966863	-0.859027696778559	-0.656895368880287	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A06Y-01A-21R-A00Z-07	0.772356535519822	-0.290565843732829	-1.41828151853602	1.31986653694167	1.14130700759451	-0.930524612183291	-0.921714005783865	-1.38022664941195	AKT Phenotype	tumor	0	LumA
TCGA-A8-A06Z-01A-11R-A00Z-07	1.49228742660241	0.283518538122321	-1.73438168252207	1.39045218965397	1.34302893688159	-1.25568813847633	-1.211364147112	-1.89142104571721	AKT Phenotype	tumor	-10	LumB
TCGA-A8-A075-01A-11R-A084-07	0.330524897211583	0.657247182120046	-0.11953372490983	-0.5568184274732	0.53245444138514	-0.308754457443757	-0.243680351243151	0.214670239660521	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A076-01A-21R-A00Z-07	0.996575445807227	0.497225159283856	-0.346855646769712	0.715694499091511	0.975531125173948	-0.781123855977719	-0.70360157466458	-0.0770301564957924	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A079-01A-21R-A00Z-07	1.32909510589771	0.962722140348199	-1.52259948291569	0.989082920235376	0.874613988878232	-1.24880912061369	-1.22257344271594	-1.54387397346645	AKT Phenotype	tumor	-6	LumB
TCGA-A8-A07B-01A-11R-A00Z-07	-0.297633077228048	0.484303761237458	-0.72762516065792	1.17663011180324	0.340903955776712	-0.495128617690872	-0.5341716030018	-0.367911521794968	AKT Phenotype	tumor	-1	Her2
TCGA-A8-A07C-01A-11R-A034-07	-0.48323243307422	1.72219149332557	-0.276434544785263	0.505734035353545	-1.52967604123062	1.09372725636769	1.27039723916375	0.797488112571205	EGFR Phenotype	tumor	-13	Basal
TCGA-A8-A07E-01A-11R-A034-07	-0.000582235689451401	-0.0592282165077972	1.05259643512843	-1.23016000490806	-0.103314354454562	0.44466921535178	0.349569722356856	1.15633950438021	EGFR Phenotype	tumor	-4	LumA
TCGA-A8-A07F-01A-11R-A00Z-07	0.482368735205589	-0.225815763842819	-0.565190106675996	0.60770150741199	0.86876392573949	-0.892116041031886	-0.939448714351407	0.149887169011592	AKT Phenotype	tumor	-1	LumA
TCGA-A8-A07G-01A-11R-A034-07	0.653566205125142	-0.847780889432925	-0.0891273320041417	0.599290728928336	0.406445391450792	-0.481622134467827	-0.521806255975778	0.238856404457867	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A07I-01A-11R-A00Z-07	0.492193020341875	-0.0581703191054124	0.709444635321189	0.431928255430594	0.701534932438093	-0.74417545634143	-0.748609314303378	0.273086722290903	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A07J-01A-11R-A00Z-07	0.81137712406507	-1.16686446898127	-0.362128544767167	0.625895940498688	0.0659025870902622	-0.450915165695942	-0.68107862164851	0.809211320318948	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A07O-01A-11R-A00Z-07	-1.42850657239112	2.27820342517604	-0.502910527956479	0.0783739111492006	-1.85558029859815	1.19708996398619	1.14634085264146	0.465245013863563	EGFR Phenotype	tumor	-13	Basal
TCGA-A8-A07P-01A-11R-A00Z-07	1.36813799295482	-0.137419068087982	-1.36692539604563	1.54210078058489	1.2151411289838	-1.22141748651898	-1.18979454603851	-1.13939128322748	AKT Phenotype	tumor	-10	LumA
TCGA-A8-A07R-01A-21R-A034-07	0.684368754045317	2.15446010532802	-0.420806114194924	0.216886427436559	-1.71307536111106	0.973833113263154	1.29961338086054	-0.175374344060501	EGFR Phenotype	tumor	-13	Basal
TCGA-A8-A07S-01A-11R-A034-07	0.38294187918049	-0.609946484368352	-0.895827316344604	0.127725744040128	0.830310510958399	-0.81607854115201	-0.764902018618756	-0.791652989282168	AKT Phenotype	tumor	-12	LumB
TCGA-A8-A07U-01A-11R-A034-07	-0.910979951656248	0.923820223089047	0.438737232013226	-1.19057670260252	-1.8606249433291	1.51581925459708	1.22835809679782	1.35592124370203	EGFR Phenotype	tumor	-13	Basal
TCGA-A8-A07W-01A-11R-A00Z-07	0.883750575250041	0.591779446044339	-0.573546276509282	1.13040978295356	0.971330624266224	-0.891725516267005	-0.776880994547433	-0.0436053789031728	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A07Z-01A-11R-A00Z-07	1.21436432049239	0.0314238851477953	-1.41244041014491	1.08246644004575	1.2398801056267	-1.08906703741642	-1.08212056186506	-1.42443305524343	AKT Phenotype	tumor	-12	LumB
TCGA-A8-A081-01A-11R-A00Z-07	0.884444670192849	0.510961716888854	-1.07465498330454	0.948996236446468	1.12234937384948	-0.469664981102184	-0.318363579472825	-0.606613842627411	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A082-01A-11R-A00Z-07	1.19986946895995	-0.0851978539494178	-0.32181215278239	0.723196811317756	1.05827929102069	-1.01341177557258	-0.796542235374793	0.106734871093389	AKT Phenotype	tumor	-9	LumB
TCGA-A8-A083-01A-21R-A00Z-07	0.991187245312208	-1.10751516305286	-1.13801964680682	-0.101491563295102	1.30923518405011	-1.23129275712226	-1.23162198038709	-1.72286316086468	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A084-01A-21R-A00Z-07	1.01967020311577	-0.359056526817645	-0.578329245657118	-1.19637451546514	0.733205160714015	-0.819410453184684	-0.754342588310629	-0.620125775075879	AKT Phenotype	tumor	-1	LumB
TCGA-A8-A085-01A-11R-A00Z-07	1.38325188459109	0.674737238832473	-1.53547587826916	1.80027331600592	0.829245431280572	-1.21989621694426	-1.15018673130571	-1.03544325850681	AKT Phenotype	tumor	-10	LumB
TCGA-A8-A086-01A-11R-A00Z-07	1.03174249006252	0.0786548452099275	-0.938885713368744	1.02509943271772	0.583859019579006	-0.948906073527237	-0.875568851550658	-0.231602630497481	AKT Phenotype	tumor	-9	LumA
TCGA-A8-A08B-01A-11R-A00Z-07	-0.805651619950825	0.593941430926083	-0.599491916296572	1.28266148641341	0.267201936395449	0.111147010666759	0.155402069676151	-1.03710620107171	AKT Phenotype	tumor	-1	Her2
TCGA-A8-A08C-01A-11R-A00Z-07	0.468278023523166	-0.693464983506933	-1.63034751481909	1.23614955935505	0.490474701332592	-1.03226160859983	-1.14910852516028	-1.33013907693052	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A08F-01A-11R-A00Z-07	-0.0298025455637944	1.13551229272349	-0.0535039305231508	-1.1359046437935	0.846758337304358	-0.722605003701741	-0.484619945069266	0.223659372774605	EGFR Phenotype	tumor	-2	LumB
TCGA-A8-A08G-01A-11R-A00Z-07	0.962036729945398	-0.00944925931983164	-0.944514093401958	-1.213682839129	1.31227879399217	-1.03136176963055	-0.934325748493643	-0.509748063994133	AKT Phenotype	tumor	-10	LumB
TCGA-A8-A08H-01A-21R-A00Z-07	-1.71319161951226	0.00598336763192338	0.825683237832362	-1.58779662535343	-1.30710595243084	0.946500565961774	0.68860179810845	1.84496733216012	EGFR Phenotype	tumor	-5	Basal
TCGA-A8-A08I-01A-11R-A00Z-07	-0.0602914513578038	0.366327005073863	-1.04148654065105	-0.656941841602067	1.09820291548894	-0.612267357190383	-0.510846945452539	0.36663225761215	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A08J-01A-11R-A00Z-07	1.1611467590885	0.140859343141528	-0.962744990087163	1.36929862682433	0.665832202669079	-0.816846860457678	-0.699037964489183	-0.299519918447707	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A08L-01A-11R-A00Z-07	0.720089233138854	0.698949760867163	-0.414485256248337	1.11319214226003	-0.126159450571635	-0.0583398797747587	0.0297112901770187	-0.1271538816191	AKT Phenotype	tumor	-2	Her2
